,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
504,"frozenset({'sex_Male', 'fbs_False'})","frozenset({'oldpeak_Mild', 'exang_True'})",0.660377358490566,0.5094339622641509,0.37735849056603776,0.5714285714285715,1.1216931216931219,1.0,0.04093983624065506,1.1446540880503147,0.3194444444444446,0.4761904761904763,0.12637362637362654,0.6560846560846562
579,"frozenset({'thalch_Normal', 'cp_asymptomatic'})","frozenset({'oldpeak_Mild', 'fbs_False'})",0.5283018867924528,0.5377358490566038,0.3018867924528302,0.5714285714285714,1.06265664160401,1.0,0.017799928800284803,1.0786163522012577,0.12500000000000003,0.39506172839506176,0.07288629737609324,0.5664160401002506
593,"frozenset({'thalch_Normal', 'cp_asymptomatic'})","frozenset({'oldpeak_Mild', 'exang_True'})",0.5283018867924528,0.5094339622641509,0.3018867924528302,0.5714285714285714,1.1216931216931216,1.0,0.032751868992524025,1.1446540880503144,0.22999999999999995,0.4102564102564102,0.1263736263736263,0.582010582010582
218,frozenset({'chol_High'}),"frozenset({'sex_Male', 'exang_True'})",0.6132075471698113,0.6226415094339622,0.3490566037735849,0.5692307692307692,0.9142191142191142,1.0,-0.032751868992524025,0.8760107816711591,-0.1952254641909814,0.3936170212765957,-0.14153846153846153,0.5649184149184149
324,"frozenset({'cp_asymptomatic', 'exang_True'})",frozenset({'chol_High'}),0.5471698113207547,0.6132075471698113,0.3113207547169811,0.5689655172413793,0.9278514588859417,1.0,-0.024207903168387335,0.8973584905660379,-0.1465517241379311,0.36666666666666664,-0.11438183347350701,0.5383289124668436
368,frozenset({'fbs_False'}),"frozenset({'oldpeak_Mild', 'exang_True'})",0.6981132075471698,0.5094339622641509,0.39622641509433965,0.5675675675675677,1.1141141141141142,1.0,0.0405838376646494,1.1344339622641513,0.33928571428571475,0.4883720930232559,0.11850311850311869,0.6726726726726727
380,frozenset({'fbs_False'}),"frozenset({'oldpeak_Mild', 'thalch_Normal'})",0.6981132075471698,0.5094339622641509,0.39622641509433965,0.5675675675675677,1.1141141141141142,1.0,0.0405838376646494,1.1344339622641513,0.33928571428571475,0.4883720930232559,0.11850311850311869,0.6726726726726727
399,frozenset({'fbs_False'}),"frozenset({'sex_Male', 'cp_asymptomatic', 'exang_True'})",0.6981132075471698,0.5094339622641509,0.39622641509433965,0.5675675675675677,1.1141141141141142,1.0,0.0405838376646494,1.1344339622641513,0.33928571428571475,0.4883720930232559,0.11850311850311869,0.6726726726726727
46,frozenset({'fbs_False'}),frozenset({'age_40-60'}),0.6981132075471698,0.5,0.39622641509433965,0.5675675675675677,1.1351351351351353,1.0,0.04716981132075476,1.1562500000000002,0.3943452380952384,0.49411764705882355,0.1351351351351353,0.6800101988781235
314,frozenset({'fbs_False'}),"frozenset({'oldpeak_Mild', 'cp_asymptomatic'})",0.6981132075471698,0.5849056603773585,0.39622641509433965,0.5675675675675677,0.9703574542284221,1.0,-0.012103951584193584,0.9599056603773587,-0.09189189189189133,0.44680851063829796,-0.04176904176904151,0.6224934612031388
